Model,MDO3014
-99.26,-0.0152
-99.258,-0.0158
-99.256,-0.0162
-99.254,-0.0154
-99.252,-0.0154
-99.25,-0.0152
-99.248,-0.015
-99.246,-0.0164
-99.244,-0.0152
-99.242,-0.015
-99.24,-0.0158
-99.238,-0.015
-99.236,-0.0154
-99.234,-0.017
-99.232,-0.0152
-99.23,-0.016
-99.228,-0.016
-99.226,-0.015
-99.224,-0.0154
-99.222,-0.0158
-99.22,-0.0158
-99.218,-0.0154
-99.216,-0.0142
-99.214,-0.0172
-99.212,-0.0144
-99.21,-0.016
-99.208,-0.0152
-99.206,-0.0146
-99.204,-0.0156
-99.202,-0.0144
-99.2,-0.0154
-99.198,-0.0152
-99.196,-0.0146
-99.194,-0.0154
-99.192,-0.0158
-99.19,-0.0162
-99.188,-0.0156
-99.186,-0.0152
-99.184,-0.0152
-99.182,-0.015
-99.18,-0.0152
-99.178,-0.015
-99.176,-0.0154
-99.174,-0.015
-99.172,-0.0158
-99.17,-0.0156
-99.168,-0.0154
-99.166,-0.0158
-99.164,-0.015
-99.162,-0.0156
-99.16,-0.0154
-99.158,-0.0158
-99.156,-0.0146
-99.154,-0.0148
-99.152,-0.016
-99.15,-0.0158
-99.148,-0.0156
-99.146,-0.0158
-99.144,-0.0156
-99.142,-0.0146
-99.14,-0.016
-99.138,-0.0146
-99.136,-0.0164
-99.134,-0.0156
-99.132,-0.0152
-99.13,-0.0152
-99.128,-0.0142
-99.126,-0.0156
-99.124,-0.014
-99.122,-0.0154
-99.12,-0.0158
-99.118,-0.0144
-99.116,-0.016
-99.114,-0.015
-99.112,-0.0152
-99.11,-0.0154
-99.108,-0.0146
-99.106,-0.015
-99.104,-0.015
-99.102,-0.0158
-99.1,-0.0138
-99.098,-0.016
-99.096,-0.0152
-99.094,-0.016
-99.092,-0.0156
-99.09,-0.0162
-99.088,-0.0154
-99.086,-0.0158
-99.084,-0.0164
-99.082,-0.0142
-99.08,-0.015
-99.078,-0.0164
-99.076,-0.0148
-99.074,-0.0158
-99.072,-0.016
-99.07,-0.0146
-99.068,-0.0156
-99.066,-0.0146
-99.064,-0.0154
-99.062,-0.0152
-99.06,-0.0154
-99.058,-0.0152
-99.056,-0.0156
-99.054,-0.0154
-99.052,-0.0164
-99.05,-0.0158
-99.048,-0.0156
-99.046,-0.0152
-99.044,-0.0148
-99.042,-0.0156
-99.04,-0.0136
-99.038,-0.015
-99.036,-0.016
-99.034,-0.0158
-99.032,-0.0154
-99.03,-0.0146
-99.028,-0.015
-99.026,-0.0154
-99.024,-0.0154
-99.022,-0.0158
-99.02,-0.0158
-99.018,-0.0148
-99.016,-0.0128
-99.014,-0.015
-99.012,-0.0136
-99.01,-0.016
-99.008,-0.015
-99.006,-0.0158
-99.004,-0.0148
-99.002,-0.014
-99,-0.0148
-98.998,-0.015
-98.996,-0.0152
-98.994,-0.0162
-98.992,-0.0148
-98.99,-0.0158
-98.988,-0.0154
-98.986,-0.0164
-98.984,-0.0152
-98.982,-0.015
-98.98,-0.0156
-98.978,-0.0158
-98.976,-0.0152
-98.974,-0.0166
-98.972,-0.015
-98.97,-0.0154
-98.968,-0.0156
-98.966,-0.0152
-98.964,-0.017
-98.962,-0.0144
-98.96,-0.015
-98.958,-0.0152
-98.956,-0.0148
-98.954,-0.015
-98.952,-0.0154
-98.95,-0.0148
-98.948,-0.016
-98.946,-0.0122
-98.944,-0.0146
-98.942,-0.0152
-98.94,-0.015
-98.938,-0.0146
-98.936,-0.015
-98.934,-0.0152
-98.932,-0.0154
-98.93,-0.0144
-98.928,-0.0144
-98.926,-0.0156
-98.924,-0.0148
-98.922,-0.0174
-98.92,-0.014
-98.918,-0.0152
-98.916,-0.0146
-98.914,-0.0148
-98.912,-0.0152
-98.91,-0.015
-98.908,-0.0168
-98.906,-0.0148
-98.904,-0.016
-98.902,-0.0152
-98.9,-0.0156
-98.898,-0.0148
-98.896,-0.015
-98.894,-0.0148
-98.892,-0.0158
-98.89,-0.015
-98.888,-0.0152
-98.886,-0.0158
-98.884,-0.0156
-98.882,-0.015
-98.88,-0.0154
-98.878,-0.0146
-98.876,-0.0144
-98.874,-0.0146
-98.872,-0.0154
-98.87,-0.0142
-98.868,-0.0152
-98.866,-0.0164
-98.864,-0.0154
-98.862,-0.0152
-98.86,-0.014
-98.858,-0.0158
-98.856,-0.015
-98.854,-0.015
-98.852,-0.015
-98.85,-0.017
-98.848,-0.0152
-98.846,-0.0156
-98.844,-0.015
-98.842,-0.0152
-98.84,-0.0162
-98.838,-0.0152
-98.836,-0.0148
-98.834,-0.0156
-98.832,-0.015
-98.83,-0.0156
-98.828,-0.0146
-98.826,-0.0146
-98.824,-0.0158
-98.822,-0.0142
-98.82,-0.015
-98.818,-0.0148
-98.816,-0.0156
-98.814,-0.0152
-98.812,-0.0158
-98.81,-0.016
-98.808,-0.0154
-98.806,-0.0148
-98.804,-0.0154
-98.802,-0.0146
-98.8,-0.0154
-98.798,-0.016
-98.796,-0.015
-98.794,-0.0154
-98.792,-0.0158
-98.79,-0.0144
-98.788,-0.0152
-98.786,-0.0148
-98.784,-0.016
-98.782,-0.0154
-98.78,-0.0156
-98.778,-0.0152
-98.776,-0.016
-98.774,-0.0154
-98.772,-0.0154
-98.77,-0.0164
-98.768,-0.015
-98.766,-0.0152
-98.764,-0.0148
-98.762,-0.016
-98.76,-0.0146
-98.758,-0.0158
-98.756,-0.0158
-98.754,-0.0146
-98.752,-0.016
-98.75,-0.015
-98.748,-0.0148
-98.746,-0.0154
-98.744,-0.015
-98.742,-0.015
-98.74,-0.0154
-98.738,-0.0144
-98.736,-0.0148
-98.734,-0.0156
-98.732,-0.0154
-98.73,-0.0156
-98.728,-0.0158
-98.726,-0.0156
-98.724,-0.0164
-98.722,-0.016
-98.72,-0.0158
-98.718,-0.015
-98.716,-0.016
-98.714,-0.0154
-98.712,-0.0154
-98.71,-0.0156
-98.708,-0.0156
-98.706,-0.0154
-98.704,-0.0156
-98.702,-0.015
-98.7,-0.016
-98.698,-0.0148
-98.696,-0.015
-98.694,-0.0152
-98.692,-0.0156
-98.69,-0.0152
-98.688,-0.0174
-98.686,-0.0148
-98.684,-0.016
-98.682,-0.015
-98.68,-0.0152
-98.678,-0.0158
-98.676,-0.0158
-98.674,-0.0164
-98.672,-0.0152
-98.67,-0.0146
-98.668,-0.0156
-98.666,-0.014
-98.664,-0.0148
-98.662,-0.0152
-98.66,-0.015
-98.658,-0.016
-98.656,-0.0162
-98.654,-0.0156
-98.652,-0.016
-98.65,-0.016
-98.648,-0.014
-98.646,-0.0152
-98.644,-0.015
-98.642,-0.015
-98.64,-0.0158
-98.638,-0.0186
-98.636,-0.0162
-98.634,-0.0154
-98.632,-0.0154
-98.63,-0.0146
-98.628,-0.0142
-98.626,-0.014
-98.624,-0.0156
-98.622,-0.0156
-98.62,-0.0154
-98.618,-0.0146
-98.616,-0.016
-98.614,-0.0154
-98.612,-0.0156
-98.61,-0.0156
-98.608,-0.0146
-98.606,-0.0146
-98.604,-0.0156
-98.602,-0.0148
-98.6,-0.015
-98.598,-0.016
-98.596,-0.0154
-98.594,-0.016
-98.592,-0.0164
-98.59,-0.015
-98.588,-0.016
-98.586,-0.0144
-98.584,-0.0146
-98.582,-0.015
-98.58,-0.0152
-98.578,-0.0154
-98.576,-0.0148
-98.574,-0.0152
-98.572,-0.0152
-98.57,-0.0158
-98.568,-0.016
-98.566,-0.0148
-98.564,-0.016
-98.562,-0.0166
-98.56,-0.015
-98.558,-0.0148
-98.556,-0.0158
-98.554,-0.0148
-98.552,-0.016
-98.55,-0.0162
-98.548,-0.0146
-98.546,-0.0154
-98.544,-0.0156
-98.542,-0.0152
-98.54,-0.0154
-98.538,-0.0148
-98.536,-0.0156
-98.534,-0.0152
-98.532,-0.0152
-98.53,-0.0152
-98.528,-0.0148
-98.526,-0.0156
-98.524,-0.0158
-98.522,-0.0156
-98.52,-0.015
-98.518,-0.0152
-98.516,-0.0152
-98.514,-0.0164
-98.512,-0.0148
-98.51,-0.016
-98.508,-0.015
-98.506,-0.0146
-98.504,-0.0154
-98.502,-0.0152
-98.5,-0.0144
-98.498,-0.0156
-98.496,-0.0158
-98.494,-0.0158
-98.492,-0.0146
-98.49,-0.0148
-98.488,-0.0152
-98.486,-0.0146
-98.484,-0.015
-98.482,-0.0154
-98.48,-0.015
-98.478,-0.0152
-98.476,-0.015
-98.474,-0.0146
-98.472,-0.0166
-98.47,-0.016
-98.468,-0.0148
-98.466,-0.0156
-98.464,-0.0146
-98.462,-0.0158
-98.46,-0.015
-98.458,-0.0144
-98.456,-0.0152
-98.454,-0.0148
-98.452,-0.015
-98.45,-0.0156
-98.448,-0.0144
-98.446,-0.0148
-98.444,-0.0152
-98.442,-0.0148
-98.44,-0.016
-98.438,-0.0154
-98.436,-0.0164
-98.434,-0.0154
-98.432,-0.0152
-98.43,-0.0164
-98.428,-0.0152
-98.426,-0.0156
-98.424,-0.0144
-98.422,-0.016
-98.42,-0.0152
-98.418,-0.0144
-98.416,-0.0144
-98.414,-0.0154
-98.412,-0.0144
-98.41,-0.0158
-98.408,-0.0154
-98.406,-0.0144
-98.404,-0.0152
-98.402,-0.0158
-98.4,-0.0154
-98.398,-0.016
-98.396,-0.015
-98.394,-0.0152
-98.392,-0.0152
-98.39,-0.0162
-98.388,-0.016
-98.386,-0.0158
-98.384,-0.0156
-98.382,-0.0152
-98.38,-0.0152
-98.378,-0.0142
-98.376,-0.0146
-98.374,-0.0164
-98.372,-0.0148
-98.37,-0.0144
-98.368,-0.0154
-98.366,-0.0158
-98.364,-0.0152
-98.362,-0.0162
-98.36,-0.0152
-98.358,-0.0144
-98.356,-0.0156
-98.354,-0.0156
-98.352,-0.0152
-98.35,-0.0154
-98.348,-0.0146
-98.346,-0.015
-98.344,-0.0156
-98.342,-0.0152
-98.34,-0.0148
-98.338,-0.0146
-98.336,-0.014
-98.334,-0.0148
-98.332,-0.015
-98.33,-0.0122
-98.328,-0.0148
-98.326,-0.015
-98.324,-0.0164
-98.322,-0.0144
-98.32,-0.015
-98.318,-0.0164
-98.316,-0.015
-98.314,-0.0152
-98.312,-0.015
-98.31,-0.0152
-98.308,-0.0148
-98.306,-0.0148
-98.304,-0.015
-98.302,-0.0152
-98.3,-0.0156
-98.298,-0.0146
-98.296,-0.0152
-98.294,-0.0146
-98.292,-0.015
-98.29,-0.015
-98.288,-0.0158
-98.286,-0.0152
-98.284,-0.0156
-98.282,-0.015
-98.28,-0.0132
-98.278,-0.0162
-98.276,-0.0152
-98.274,-0.0152
-98.272,-0.0158
-98.27,-0.015
-98.268,-0.0148
-98.266,-0.0158
-98.264,-0.016
-98.262,-0.015
-98.26,-0.0158
-98.258,-0.015
-98.256,-0.0158
-98.254,-0.0152
-98.252,-0.0136
-98.25,-0.0156
-98.248,-0.0138
-98.246,-0.0154
-98.244,-0.015
-98.242,-0.014
-98.24,-0.0152
-98.238,-0.015
-98.236,-0.0146
-98.234,-0.016
-98.232,-0.0156
-98.23,-0.016
-98.228,-0.0156
-98.226,-0.0148
-98.224,-0.0154
-98.222,-0.0146
-98.22,-0.0152
-98.218,-0.0156
-98.216,-0.0144
-98.214,-0.0146
-98.212,-0.0148
-98.21,-0.0148
-98.208,-0.0156
-98.206,-0.015
-98.204,-0.0154
-98.202,-0.0152
-98.2,-0.0154
-98.198,-0.0158
-98.196,-0.0144
-98.194,-0.0162
-98.192,-0.0156
-98.19,-0.0152
-98.188,-0.016
-98.186,-0.0158
-98.184,-0.015
-98.182,-0.0158
-98.18,-0.0146
-98.178,-0.0158
-98.176,-0.0154
-98.174,-0.0146
-98.172,-0.0158
-98.17,-0.0142
-98.168,-0.0142
-98.166,-0.016
-98.164,-0.015
-98.162,-0.0158
-98.16,-0.0146
-98.158,-0.0158
-98.156,-0.015
-98.154,-0.0148
-98.152,-0.015
-98.15,-0.017
-98.148,-0.015
-98.146,-0.0152
-98.144,-0.0152
-98.142,-0.0146
-98.14,-0.016
-98.138,-0.015
-98.136,-0.0154
-98.134,-0.0158
-98.132,-0.0144
-98.13,-0.016
-98.128,-0.0144
-98.126,-0.0148
-98.124,-0.0144
-98.122,-0.0154
-98.12,-0.0154
-98.118,-0.016
-98.116,-0.0146
-98.114,-0.0164
-98.112,-0.0154
-98.11,-0.015
-98.108,-0.0168
-98.106,-0.0148
-98.104,-0.0162
-98.102,-0.0158
-98.1,-0.0154
-98.098,-0.016
-98.096,-0.0144
-98.094,-0.0156
-98.092,-0.015
-98.09,-0.0154
-98.088,-0.015
-98.086,-0.015
-98.084,-0.0152
-98.082,-0.0164
-98.08,-0.0146
-98.078,-0.0154
-98.076,-0.015
-98.074,-0.015
-98.072,-0.0158
-98.07,-0.0154
-98.068,-0.015
-98.066,-0.0156
-98.064,-0.0146
-98.062,-0.016
-98.06,-0.0152
-98.058,-0.0158
-98.056,-0.016
-98.054,-0.0152
-98.052,-0.0158
-98.05,-0.015
-98.048,-0.0152
-98.046,-0.015
-98.044,-0.0142
-98.042,-0.0152
-98.04,-0.0158
-98.038,-0.0154
-98.036,-0.0152
-98.034,-0.0156
-98.032,-0.015
-98.03,-0.0162
-98.028,-0.015
-98.026,-0.0152
-98.024,-0.0158
-98.022,-0.0154
-98.02,-0.015
-98.018,-0.015
-98.016,-0.0152
-98.014,-0.0162
-98.012,-0.0152
-98.01,-0.0156
-98.008,-0.0152
-98.006,-0.0156
-98.004,-0.015
-98.002,-0.0148
-98,-0.0156
-97.998,-0.0152
-97.996,-0.0148
-97.994,-0.0156
-97.992,-0.0162
-97.99,-0.0134
-97.988,-0.0154
-97.986,-0.015
-97.984,-0.0154
-97.982,-0.0154
-97.98,-0.0148
-97.978,-0.0162
-97.976,-0.016
-97.974,-0.016
-97.972,-0.0156
-97.97,-0.016
-97.968,-0.0162
-97.966,-0.0154
-97.964,-0.0154
-97.962,-0.0148
-97.96,-0.0152
-97.958,-0.0154
-97.956,-0.015
-97.954,-0.0152
-97.952,-0.0148
-97.95,-0.0158
-97.948,-0.0146
-97.946,-0.0156
-97.944,-0.0158
-97.942,-0.0158
-97.94,-0.0156
-97.938,-0.0162
-97.936,-0.015
-97.934,-0.0158
-97.932,-0.016
-97.93,-0.0148
-97.928,-0.0152
-97.926,-0.015
-97.924,-0.0154
-97.922,-0.0134
-97.92,-0.0152
-97.918,-0.0164
-97.916,-0.0148
-97.914,-0.0156
-97.912,-0.0156
-97.91,-0.015
-97.908,-0.015
-97.906,-0.0152
-97.904,-0.0154
-97.902,-0.0158
-97.9,-0.0156
-97.898,-0.016
-97.896,-0.0158
-97.894,-0.0152
-97.892,-0.0154
-97.89,-0.0158
-97.888,-0.0152
-97.886,-0.016
-97.884,-0.0146
-97.882,-0.0158
-97.88,-0.0152
-97.878,-0.014
-97.876,-0.0156
-97.874,-0.0148
-97.872,-0.0158
-97.87,-0.015
-97.868,-0.0152
-97.866,-0.0148
-97.864,-0.0152
-97.862,-0.0148
-97.86,-0.0158
-97.858,-0.0152
-97.856,-0.0156
-97.854,-0.0156
-97.852,-0.0154
-97.85,-0.016
-97.848,-0.0146
-97.846,-0.0158
-97.844,-0.0158
-97.842,-0.0152
-97.84,-0.0154
-97.838,-0.0152
-97.836,-0.0152
-97.834,-0.0158
-97.832,-0.0152
-97.83,-0.016
-97.828,-0.0144
-97.826,-0.0152
-97.824,-0.016
-97.822,-0.0148
-97.82,-0.0154
-97.818,-0.016
-97.816,-0.015
-97.814,-0.0152
-97.812,-0.0154
-97.81,-0.0148
-97.808,-0.0162
-97.806,-0.0144
-97.804,-0.0146
-97.802,-0.016
-97.8,-0.0152
-97.798,-0.0154
-97.796,-0.0152
-97.794,-0.0152
-97.792,-0.016
-97.79,-0.0154
-97.788,-0.0154
-97.786,-0.0156
-97.784,-0.015
-97.782,-0.0152
-97.78,-0.0156
-97.778,-0.016
-97.776,-0.0156
-97.774,-0.0152
-97.772,-0.0154
-97.77,-0.0148
-97.768,-0.0154
-97.766,-0.016
-97.764,-0.0158
-97.762,-0.016
-97.76,-0.0158
-97.758,-0.0148
-97.756,-0.0154
-97.754,-0.0146
-97.752,-0.0148
-97.75,-0.0158
-97.748,-0.015
-97.746,-0.0152
-97.744,-0.0154
-97.742,-0.0152
-97.74,-0.0158
-97.738,-0.0154
-97.736,-0.0148
-97.734,-0.0158
-97.732,-0.0148
-97.73,-0.0148
-97.728,-0.0158
-97.726,-0.015
-97.724,-0.0164
-97.722,-0.015
-97.72,-0.0166
-97.718,-0.015
-97.716,-0.0144
-97.714,-0.0156
-97.712,-0.0148
-97.71,-0.0158
-97.708,-0.0158
-97.706,-0.0156
-97.704,-0.0158
-97.702,-0.0158
-97.7,-0.015
-97.698,-0.0158
-97.696,-0.0152
-97.694,-0.015
-97.692,-0.0156
-97.69,-0.015
-97.688,-0.0158
-97.686,-0.0152
-97.684,-0.0154
-97.682,-0.0162
-97.68,-0.0152
-97.678,-0.016
-97.676,-0.016
-97.674,-0.0138
-97.672,-0.0152
-97.67,-0.0144
-97.668,-0.0154
-97.666,-0.0154
-97.664,-0.0158
-97.662,-0.0154
-97.66,-0.0152
-97.658,-0.0154
-97.656,-0.016
-97.654,-0.0154
-97.652,-0.0168
-97.65,-0.0158
-97.648,-0.0152
-97.646,-0.0148
-97.644,-0.0152
-97.642,-0.0154
-97.64,-0.015
-97.638,-0.0154
-97.636,-0.0154
-97.634,-0.0152
-97.632,-0.0146
-97.63,-0.0152
-97.628,-0.015
-97.626,-0.0168
-97.624,-0.0148
-97.622,-0.0158
-97.62,-0.0154
-97.618,-0.0142
-97.616,-0.0154
-97.614,-0.0162
-97.612,-0.0154
-97.61,-0.0154
-97.608,-0.0154
-97.606,-0.0152
-97.604,-0.0146
-97.602,-0.015
-97.6,-0.0158
-97.598,-0.0148
-97.596,-0.016
-97.594,-0.0166
-97.592,-0.016
-97.59,-0.0154
-97.588,-0.015
-97.586,-0.0156
-97.584,-0.0152
-97.582,-0.0154
-97.58,-0.0154
-97.578,-0.0156
-97.576,-0.017
-97.574,-0.0152
-97.572,-0.0162
-97.57,-0.0166
-97.568,-0.0158
-97.566,-0.015
-97.564,-0.0152
-97.562,-0.0152
-97.56,-0.0154
-97.558,-0.0152
-97.556,-0.015
-97.554,-0.0156
-97.552,-0.0162
-97.55,-0.0148
-97.548,-0.0152
-97.546,-0.0144
-97.544,-0.0158
-97.542,-0.0154
-97.54,-0.015
-97.538,-0.0156
-97.536,-0.015
-97.534,-0.0154
-97.532,-0.0154
-97.53,-0.016
-97.528,-0.0154
-97.526,-0.0152
-97.524,-0.0148
-97.522,-0.0152
-97.52,-0.0154
-97.518,-0.016
-97.516,-0.0148
-97.514,-0.0148
-97.512,-0.0152
-97.51,-0.0156
-97.508,-0.0156
-97.506,-0.0146
-97.504,-0.0146
-97.502,-0.0154
-97.5,-0.0152
-97.498,-0.0154
-97.496,-0.0148
-97.494,-0.015
-97.492,-0.0158
-97.49,-0.0138
-97.488,-0.0148
-97.486,-0.0154
-97.484,-0.0148
-97.482,-0.0154
-97.48,-0.0154
-97.478,-0.0132
-97.476,-0.0148
-97.474,-0.0146
-97.472,-0.0152
-97.47,-0.0152
-97.468,-0.016
-97.466,-0.0158
-97.464,-0.0146
-97.462,-0.015
-97.46,-0.015
-97.458,-0.0138
-97.456,-0.0162
-97.454,-0.0158
-97.452,-0.015
-97.45,-0.0156
-97.448,-0.0148
-97.446,-0.015
-97.444,-0.0162
-97.442,-0.0156
-97.44,-0.0162
-97.438,-0.0148
